ID,DOCUMENT,LABEL
6971,"
							Cambiar Administrador
							
						",Premium Family
1086,"
							Premium members visibility
							
						",Premium Family
118,"
							Not eligible for Family Premium due to billing iss...
							
						",Premium Family
161,"
							Can't join my family account
							
						",Premium Family
5372,"
							error premium alexa
							
						",Premium Family
3820,"
							My wife cannot download Spotify app to enjoy my fa...
							
						",Premium Family
3870,"
							Family member kicked out of Premium for Family Pla...
							
						",Premium Family
676,"
							Family account - change account holder
							
						",Premium Family
7422,"
							La cuenta de mi esposa fue eliminada del plan fami...
							
						",Premium Family
2646,"
							Can't register Family plan (payment error)
							
						",Premium Family
916,"
							Google mini
							
						",Premium Family
7635,"
							Family Plan - still only one concurrent user
							
						",Premium Family
6586,"
							????renci indirimi
							
						",Premium Family
5964,"
							Payment
							
						",Premium Family
4606,"
							difficulty in managing premium family account
							
						",Premium Family
143,"
							Family members can't proceed when entering address
							
						",Premium Family
903,"
							Upgraded to family
							
						",Premium Family
8181,"
							Trotz bezahltem Family keine Premium Status
							
						",Premium Family
4253,"
							Premium for Family Yearly Payment
							
						",Premium Family
826,"
							Download fail
							
						",Premium Family
3052,"
							Salah pencet
							
						",Premium Family
6078,"
							Spotify + Hulu
							
						",Premium Family
69,"
							spotify can't find my address
							
						",Premium Family
761,"
							removed from plan
							
						",Premium Family
7771,"
							Unable to join Premium as a guest
							
						",Premium Family
6484,"
							No acepta mi tarjeta de cr??dito en el Plan Familia...
							
						",Premium Family
7340,"
							Familie Account
							
						",Premium Family
5615,"
							2 kez ??deme al??nmas??na ra??men hesap hala free.!.
							
						",Premium Family
5276,"
							Problemas con Plan Familiar Premium
							
						",Premium Family
3464,"
							Family package - how to set up for children
							
						",Premium Family
3257,"
							????renci indirmi
							
						",Premium Family
3669,"
							Plan premium familiar
							
						",Premium Family
7727,"
							I can't  join my family subscription.
							
						",Premium Family
3421,"
							Family payment error
							
						",Premium Family
8180,"
							It asks family members for adress
							
						",Premium Family
5609,"
							Hola, necesito ayuda
							
						",Premium Family
1022,"
							Galaxy s8 Autoplaying tracks and won't stop
							
						",Premium Family
4875,"
							Family account
							
						",Premium Family
6235,"
							Spotify App is no longer present on smarthub
							
						",Premium Family
3736,"
							Plan familiar
							
						",Premium Family
3822,"
							Subscription
							
						",Premium Family
1475,"
							Google Home Mini Promo ordering Glitch
							
						",Premium Family
7189,"
							????renci indirimi
							
						",Premium Family
5185,"
							Additional charge / Cargo adicional
							
						",Premium Family
2200,"
							Can't pay for Premium Family
							
						",Premium Family
7629,"
							my Family share doesn't work
							
						",Premium Family
337,"
							Family cannot join Premium family
							
						",Premium Family
5419,"
							Can't setup Family Premium
							
						",Premium Family
3218,"
							??dedi??im ??cret provizyonda kald??
							
						",Premium Family
675,"
							a family member's Amazon Echo Dot is stuck to my a...
							
						",Premium Family
3273,"
							share songs in premium family
							
						",Premium Family
5600,"
							Discount Family Subscriptions!
							
						",Premium Family
7215,"
							My family can't use the permium of family for two ...
							
						",Premium Family
6302,"
							Ailen i??in Premiuma ge??tim ??yeli??e alaca????m ki??ide...
							
						",Premium Family
2488,"
							Family Plan for abroud student who has same offici...
							
						",Premium Family
6514,"
							Familien Mitglieder k??nnen nicht best??tigt werden.
							
						",Premium Family
617,"
							Spotify family when away from home
							
						",Premium Family
5716,"
							Can not add family member
							
						",Premium Family
5441,"
							Family premium
							
						",Premium Family
2940,"
							Invitation to Spotify Premium
							
						",Premium Family
6527,"
							Spotify Family
							
						",Premium Family
7878,"
							Going from standard Premium to Family Premium.
							
						",Premium Family
2141,"
							No se me activa el premium
							
						",Premium Family
289,"
							change subscription from Spotify Premium to Premiu...
							
						",Premium Family
7280,"
							I can not add my account to Spotify Premium Family
							
						",Premium Family
4746,"
							Discount Family Subscriptions!
							
						",Premium Family
6587,"
							Quero minha conta Premium de volta!
							
						",Premium Family
731,"
							Family member removed and unable to join
							
						",Premium Family
5217,"
							How can I stop random strangers from adding themse...
							
						",Premium Family
2517,"
							Cant verify family plan address error
							
						",Premium Family
8165,"
							Re: Post of the Week: Problems to join family plan
							
						",Premium Family
4493,"
							Spotify Mini Player Concept
							
						",Premium Family
2564,"
							Suddenly some of my family member being removed fr...
							
						",Premium Family
3432,"
							Family plan issue
							
						",Premium Family
5569,"
							O plano de R$199,00 ?? familiar?
							
						",Premium Family
3573,"
							Family to Premium
							
						",Premium Family
3655,"
							How can Family Members access playlists created un...
							
						",Premium Family
7812,"
							confirmar cuenta familiar
							
						",Premium Family
318,"
							Me quitaron el premium familiar
							
						",Premium Family
3927,"
							Problem att acceptera family inbjudan
							
						",Premium Family
6697,"
							Family premium with out premium features
							
						",Premium Family
8308,"
							I started a family plan but i dont want to listen ...
							
						",Premium Family
2846,"
							Add in another family plan
							
						",Premium Family
4737,"
							Family account not able to accept invitation on so...
							
						",Premium Family
8231,"
							I can't join the Spotify family using the same add...
							
						",Premium Family
1298,"
							Unable to sign up for a family account
							
						",Premium Family
5527,"
							Problema na libera????o do plano, paguei pelo cart??o
							
						",Premium Family
3049,"
							Sac?? de sesi??n premium familiar
							
						",Premium Family
2152,"
							Wrong verification of address in Spotify for Famil...
							
						",Premium Family
3478,"
							Switching from Spotify Premium to Premium Family P...
							
						",Premium Family
3872,"
							Problema em Aceitar convite de plano familiar
							
						",Premium Family
0,"
							I'm not included in my Family Mix
							
						",Premium Family
1309,"
							Adding family member to Premium Account
							
						",Premium Family
1715,"
							Switching Subscriptions
							
						",Premium Family
409,"
							I got charged $9.99 after I put my school info in....
							
						",Premium Family
1106,"
							My Son got removed and now he can??t accept the inv...
							
						",Premium Family
4850,"
							????renci indirimi ??deme sorunu
							
						",Premium Family
2635,"
							cambiar direccion para utilizar paquete premium fa...
							
						",Premium Family
5636,"
							Can't get Premimum???
							
						",Premium Family
3577,"
							Ogrenci indirimi dogrulama sorunu
							
						",Premium Family
6991,"
							family to my family subscription
							
						",Premium Family
5251,"
							Problem with spotifuggle family.
							
						",Premium Family
4566,"
							Additional costs for spotify family subscription
							
						",Premium Family
6630,"
							??Que esta pasando con Spotify?
							
						",Premium Family
6289,"
							From premium to family
							
						",Premium Family
8329,"
							I cant add my familiar to subscription
							
						",Premium Family
5009,"
							Aileden at??l??p geri girememe sorunu.
							
						",Premium Family
2075,"
							Family Account - Plano Familiar
							
						",Premium Family
6671,"
							Spotify removes people from family plan the day th...
							
						",Premium Family
3719,"
							Account signup page timing out
							
						",Premium Family
4293,"
							Can't invite family members no link?
							
						",Premium Family
4882,"
							Error al unirme a un plan Familiar
							
						",Premium Family
6159,"
							Help I'm being charged
							
						",Premium Family
2601,"
							Family plan address annoyance
							
						",Premium Family
6564,"
							Me and my dad want a spotify premium but we want a...
							
						",Premium Family
4430,"
							Amazon Echo, Alexa, Spotify Family and Multiple De...
							
						",Premium Family
399,"
							Accessing Family Plan Manager's Music and Playlist...
							
						",Premium Family
5806,"
							Can't invite family members throught spotify premi...
							
						",Premium Family
1091,"
							Spotify Family Plan Stopped Suddenly
							
						",Premium Family
7599,"
							Cambio de Plan
							
						",Premium Family
5183,"
							Plan familiar no actualizado
							
						",Premium Family
4245,"
							What happen to my full year $99 discounted purchas...
							
						",Premium Family
7890,"
							Why is Spotify stating I cannot add a family membe...
							
						",Premium Family
1717,"
							Spotify Family- kann nicht beitreten
							
						",Premium Family
6955,"
							Premium (street number)
							
						",Premium Family
4236,"
							Pasar a Plan Familiar
							
						",Premium Family
2754,"
							????renci indirimi ??deme sorunu
							
						",Premium Family
929,"
							I can't add my sister on my spotify Family Plan
							
						",Premium Family
5510,"
							Spotify Family
							
						",Premium Family
4155,"
							Eliminaron cuentas de familiares Premium
							
						",Premium Family
8021,"
							Setting up family members in the family plan
							
						",Premium Family
2297,"
							Plano Familiar
							
						",Premium Family
4971,"
							[Partnership] Spotify for Nintendo Switch
							
						",Premium Family
6491,"
							Spotify won't recognize premium membership
							
						",Premium Family
2638,"
							Family does not work anymore
							
						",Premium Family
5162,"
							problems when adding a person to the family plan
							
						",Premium Family
2261,"
							Explicit content
							
						",Premium Family
8176,"
							Sharing an account - simultaneous usage - don't mi...
							
						",Premium Family
845,"
							Verify Family account
							
						",Premium Family
5463,"
							Family Invitation-not working
							
						",Premium Family
2821,"
							CANT USE FAMILIAR PLAN PREMIUM HELP!!
							
						",Premium Family
3583,"
							ogrenci indirimi iptal sorunu
							
						",Premium Family
2918,"
							Pagamento duplicado
							
						",Premium Family
4629,"
							Problema com o plano Premium Familiar
							
						",Premium Family
2095,"
							Pagamento
							
						",Premium Family
7622,"
							I've been charged even though Im a family group an...
							
						",Premium Family
5235,"
							Family angenommen aber noch studentenrabatt
							
						",Premium Family
3816,"
							my familia were excluded from my family plan
							
						",Premium Family
7638,"
							I WANT MY MONEY BACK
							
						",Premium Family
2140,"
							Family premium not accepting 2nd invited person sa...
							
						",Premium Family
7558,"
							Plan familiar premium
							
						",Premium Family
4861,"
							Spotify family
							
						",Premium Family
5437,"
							I can't join to my brother's family
							
						",Premium Family
5771,"
							Can't join Spotify Family
							
						",Premium Family
1584,"
							Never received my google home mini
							
						",Premium Family
864,"
							changing family member's email address
							
						",Premium Family
2300,"
							Family Plan
							
						",Premium Family
5526,"
							When adding account to family I get 600 - Oeps! Er...
							
						",Premium Family
29,"
							unable to add a separate family member to premium
							
						",Premium Family
8399,"
							My spotify family isn`t working
							
						",Premium Family
2475,"
							Spotify T??rkiye ????renci ??ndirimi Sorunu
							
						",Premium Family
5231,"
							Can't add family members; the page is blank
							
						",Premium Family
6009,"
							Pagina Invitaci??n plan familiar no carga.
							
						",Premium Family
5002,"
							Premium for Family invitation is not working
							
						",Premium Family
7146,"
							Payment problem
							
						",Premium Family
3800,"
							Premium members and invites sent wrong
							
						",Premium Family
4116,"
							family member live in different country
							
						",Premium Family
5119,"
							Premium for family add member
							
						",Premium Family
2510,"
							Playback issue with family account.
							
						",Premium Family
6965,"
							Discount Family Subscriptions!
							
						",Premium Family
5581,"
							Invite email blocking registration
							
						",Premium Family
5362,"
							Inloggen voor family leden
							
						",Premium Family
392,"
							Can't add family member of 13 years old
							
						",Premium Family
3601,"
							More than  family members
							
						",Premium Family
4831,"
							Problema com o plano premium
							
						",Premium Family
655,"
							Residence Definition
							
						",Premium Family
5495,"
							SPOTIFY WILL YOU PLEASE ANSWER ME!
							
						",Premium Family
4317,"
							invitation Spotify for Family not sent
							
						",Premium Family
1127,"
							How do I Limit Explicit Content for certain family...
							
						",Premium Family
136,"
							Strange issue
							
						",Premium Family
1740,"
							Re: Family Members removed from main account
							
						",Premium Family
7070,"
							Tengo una suscripcion familiar y nadie puede usarl...
							
						",Premium Family
6662,"
							Conta Familia
							
						",Premium Family
6143,"
							Family premium and Established users
							
						",Premium Family
7659,"
							Plan familiar
							
						",Premium Family
7609,"
							What if me and my family live in different cities
							
						",Premium Family
8255,"
							Switching payment methods
							
						",Premium Family
4303,"
							can't add a new member on my family suscription
							
						",Premium Family
6847,"
							Sudden change in my family plan
							
						",Premium Family
3366,"
							Unable to join Family Plan
							
						",Premium Family
403,"
							commercials during premium family
							
						",Premium Family
3850,"
							Premium family plan, excluded twice!!
							
						",Premium Family
1853,"
							SOLICITAR REEMBOLSO POR SERVICIO NO PRESTADO
							
						",Premium Family
3574,"
							How can I find the leader of my premium family acc...
							
						",Premium Family
270,"
							Israel wants a Family Premium plan!
							
						",Premium Family
6535,"
							Spotify Family Premium address problem
							
						",Premium Family
2933,"
							How to re-invite a family member?
							
						",Premium Family
3379,"
							[Family Plan] Is it 5 or 6 members?
							
						",Premium Family
6263,"
							Invite doesn't get send and cannot join the family...
							
						",Premium Family
5599,"
							Problems with the family plan
							
						",Premium Family
4648,"
							Pagamento
							
						",Premium Family
5872,"
							Residence Question
							
						",Premium Family
1242,"
							Upgrade from Premium to Family - Billing question
							
						",Premium Family
5867,"
							family plan
							
						",Premium Family
8403,"
							Premium Family Plan
							
						",Premium Family
6170,"
							Tengo el plan familiar y soy la ??nica a la que no ...
							
						",Premium Family
4428,"
							Premium to Family Premium payment
							
						",Premium Family
459,"
							Wrong page shown when clicking Accept invitation b...
							
						",Premium Family
3016,"
							probl??me
							
						",Premium Family
5017,"
							Unable to send invites for Spotify Family
							
						",Premium Family
7458,"
							Premium not working
							
						",Premium Family
6128,"
							Why my families were kicked out of my premium acco...
							
						",Premium Family
3994,"
							Changing subscription from Premium to Premium for ...
							
						",Premium Family
3568,"
							Accepting Family Plan
							
						",Premium Family
7142,"
							Can't add my brother to Premium for Family
							
						",Premium Family
1991,"
							Cant play music when my daughter is playing her mu...
							
						",Premium Family
3562,"
							double payings
							
						",Premium Family
7225,"
							sin cargo a mi tarjeta
							
						",Premium Family
8032,"
							i had a normal account and at some point it switch...
							
						",Premium Family
4804,"
							Premium for Family
							
						",Premium Family
4535,"
							Premium problem
							
						",Premium Family
7845,"
							No me deja suscribirme a cuenta premium familiar
							
						",Premium Family
6423,"
							Entrar em uma nova conta familiar
							
						",Premium Family
3687,"
							Spotify changed me from family to normal premium
							
						",Premium Family
2149,"
							cambio de cuenta
							
						",Premium Family
227,"
							[All Platforms][Subscription] Temporarily suspend ...
							
						",Premium Family
3095,"
							premium ??yelik
							
						",Premium Family
2262,"
							Probl??me accueil
							
						",Premium Family
7439,"
							Can't buy Premium
							
						",Premium Family
3272,"
							Key in wrong residential address
							
						",Premium Family
8000,"
							Error para conectarse a plan familiar
							
						",Premium Family
1368,"
							Buttons not working
							
						",Premium Family
7367,"
							ayuden por favor
							
						",Premium Family
2407,"
							Someone else is in my account
							
						",Premium Family
6420,"
							still getting charged for individual account
							
						",Premium Family
832,"
							spotify family dont work
							
						",Premium Family
1996,"
							??deme ba??ar??s??z
							
						",Premium Family
927,"
							Log in
							
						",Premium Family
6211,"
							????renci indirmi
							
						",Premium Family
3065,"
							????renci bilgilerin ba??ka bir Spotify hesab??na ba??l...
							
						",Premium Family
6647,"
							Premium spotify not working?
							
						",Premium Family
1447,"
							Moving countries / Plan options
							
						",Premium Family
1176,"
							Google Home for Family Premium not working.
							
						",Premium Family
2849,"
							Acesso negado ao Plano Familiar
							
						",Premium Family
8040,"
							Question about Premium Family
							
						",Premium Family
1325,"
							Can't change country I live in
							
						",Premium Family
217,"
							Upgraded to family premium - have been charged for...
							
						",Premium Family
5677,"
							No Links via email
							
						",Premium Family
7710,"
							Family account
							
						",Premium Family
7452,"
							Family premium
							
						",Premium Family
6275,"
							family subscription error
							
						",Premium Family
5898,"
							Family Plan was cancelled for me
							
						",Premium Family
7144,"
							Spotify went berzerk on family subscription
							
						",Premium Family
4089,"
							Setup Family Account Prior to Giving Gift
							
						",Premium Family
6708,"
							Spotify family plan lump sum?
							
						",Premium Family
7901,"
							Spotify Universit??rio
							
						",Premium Family
6597,"
							How to switch from Premium Family Monthly to Yearl...
							
						",Premium Family
5134,"
							Can't add family to our family pack
							
						",Premium Family
4794,"
							Transfer Playlists and Albums
							
						",Premium Family
1785,"
							Normal Spotify Premium
							
						",Premium Family
5507,"
							Family Plan
							
						",Premium Family
4261,"
							Bug on Family Member Invitation page - Valid email...
							
						",Premium Family
1989,"
							Premium --> Family upgrade
							
						",Premium Family
4618,"
							4 - Tuh! Bir sorun oldu, lutfen yeniden dene.
							
						",Premium Family
8044,"
							Mais de um cadastro
							
						",Premium Family
8321,"
							I don't remember what I wrote to the adress for Fa...
							
						",Premium Family
2179,"
							Payment betwee familiar plan and premium
							
						",Premium Family
3550,"
							Unable to add a family member.
							
						",Premium Family
4128,"
							I cannot invite my family members in Premium Famil...
							
						",Premium Family
3249,"
							Premium for Family/unable to listen to our own mus...
							
						",Premium Family
7321,"
							problem with premium family
							
						",Premium Family
4767,"
							mailinvite
							
						",Premium Family
7958,"
							Adding a family member but if says not in the same...
							
						",Premium Family
509,"
							Google Home Mini
							
						",Premium Family
5259,"
							Family Subscription page won't open
							
						",Premium Family
1064,"
							Can?€?t listen to no downloaded songs
							
						",Premium Family
8188,"
							Problemas no ajuste do endere??o
							
						",Premium Family
5960,"
							Meu marido n??o consegue usar meu Plano Familiar.
							
						",Premium Family
1719,"
							PREMIUM FOR FAMILY ROMANIA
							
						",Premium Family
6280,"
							have premium family but lite version is runing on ...
							
						",Premium Family
4610,"
							plan familiar
							
						",Premium Family
8300,"
							Keeping playlists when starting family
							
						",Premium Family
1154,"
							Error when trying to get registered for Google Hom...
							
						",Premium Family
330,"
							Spotify Account Crash and Unsubscribed Suddenly
							
						",Premium Family
3346,"
							????renci indirimi ??deme sorunu
							
						",Premium Family
4473,"
							Managing Family Plan ""Oops! Something went wrong, ...
							
						",Premium Family
6628,"
							Premium for Family Log In Problem
							
						",Premium Family
1831,"
							US Family plan adding people in Israel
							
						",Premium Family
7630,"
							me cobraron 2 suscripciones distintas
							
						",Premium Family
6197,"
							No puedo aceptar una invitacion del Plan Premium
							
						",Premium Family
6531,"
							Problemas ao renovar assinatura plano familiar
							
						",Premium Family
4596,"
							im not able to invite any family members to my acc...
							
						",Premium Family
5158,"
							Parents address not confirmed
							
						",Premium Family
8239,"
							The members in my family premium package did not g...
							
						",Premium Family
4240,"
							Amazon Echo saying account not premium
							
						",Premium Family
4663,"
							family premium after buying 12 months premium for ...
							
						",Premium Family
561,"
							When will we get Hulu for free on Spotify Family p...
							
						",Premium Family
43,"
							Premium family not registered on other devices
							
						",Premium Family
5042,"
							Subscription changed from premium to free randomly
							
						",Premium Family
8360,"
							Premium to Family: Playlists
							
						",Premium Family
4227,"
							Family invite does not send to ""redeem"" page
							
						",Premium Family
2036,"
							Cambio nombre Administrador Plan Familiar
							
						",Premium Family
3610,"
							premium
							
						",Premium Family
5106,"
							Music Paused
							
						",Premium Family
3909,"
							Premium Ogrenci Uyeligi icin 3 kere Odeme Alindi
							
						",Premium Family
3129,"
							paypal no longer available as a payment method
							
						",Premium Family
6660,"
							Whole Family got unsubscribed
							
						",Premium Family
7245,"
							family subscription
							
						",Premium Family
4763,"
							Different Price in other country
							
						",Premium Family
4070,"
							No invite options for spotify premium
							
						",Premium Family
5756,"
							Unable to subscribe under the premium for family
							
						",Premium Family
4463,"
							Trying to add a family member
							
						",Premium Family
505,"
							Incorrect premium charge
							
						",Premium Family
1948,"
							I can't invite my family for the premium Subscript...
							
						",Premium Family
7403,"
							Verfication Adress
							
						",Premium Family
5542,"
							Re: Invitation code
							
						",Premium Family
6335,"
							Family Spotify
							
						",Premium Family
1780,"
							Mobile Payment for Family plan in Malaysia
							
						",Premium Family
7646,"
							Cant see my Family Account ? ( Turkish Speaker Ple...
							
						",Premium Family
3863,"
							Trouble with the address set up for new people in ...
							
						",Premium Family
7618,"
							Why can't my daughter and I use spotify at the sam...
							
						",Premium Family
2557,"
							I paid for wrong account
							
						",Premium Family
7595,"
							Name Change - Family Premium
							
						",Premium Family
1258,"
							Spotify Trying to Kick my Father Out Of My Family ...
							
						",Premium Family
1748,"
							Error while using Spotify Family Premium
							
						",Premium Family
1579,"
							Customization of playlists (cover and description ...
							
						",Premium Family
2924,"
							Discount Family Subscriptions!
							
						",Premium Family
560,"
							Premium family dosnt work
							
						",Premium Family
7083,"
							Can't log in
							
						",Premium Family
5697,"
							Roommates keep getting kicked off spotify family
							
						",Premium Family
3704,"
							Premium
							
						",Premium Family
6060,"
							cuenta familiar
							
						",Premium Family
7737,"
							Premium doesnt work
							
						",Premium Family
1591,"
							Wrong postal code in Family
							
						",Premium Family
4552,"
							Forgot exact adress
							
						",Premium Family
629,"
							Premium Family Plan help
							
						",Premium Family
2742,"
							Family plan - Husband is traveling so address veri...
							
						",Premium Family
5512,"
							Family Plan invited accepted but app still on Free...
							
						",Premium Family
8279,"
							i just wrong press to join the family plan
							
						",Premium Family
3799,"
							Inviting my family members to my Family Membership
							
						",Premium Family
3869,"
							Can't join Spotify Family (Address is the same)
							
						",Premium Family
436,"
							Premium for family
							
						",Premium Family
6507,"
							Assinatura paga, por??m conta suspensa
							
						",Premium Family
4735,"
							How does Spotify know that everyone really lives i...
							
						",Premium Family
1931,"
							Invitation to Premium Family isn't working. Family...
							
						",Premium Family
821,"
							Two households on spotify family
							
						",Premium Family
4090,"
							Premium for Family
							
						",Premium Family
4680,"
							Put wrong address and can't see it
							
						",Premium Family
2392,"
							Spotify Family access
							
						",Premium Family
4266,"
							How to change family members' names?
							
						",Premium Family
7244,"
							My Family member cannot verify the address certifi...
							
						",Premium Family
156,"
							Unable to change country without having to buy a n...
							
						",Premium Family
3678,"
							Nao consigo entrar no plano familia.
							
						",Premium Family
574,"
							Family plan won't let us listen simultaneously
							
						",Premium Family
5340,"
							PLAN FAMILIAR FALLA AL AUNTENTICAR DIRECCION
							
						",Premium Family
4933,"
							Change to family plan - does my own premium price ...
							
						",Premium Family
8358,"
							Premium subscribsion for family
							
						",Premium Family
4168,"
							I have spotify for Famili but They Do Not Charge M...
							
						",Premium Family
7354,"
							Family Premium
							
						",Premium Family
6998,"
							Family Account Adresse wird nicht best??tigt von Sp...
							
						",Premium Family
5176,"
							Impossible de rejoindre le compte family
							
						",Premium Family
8232,"
							Plano Familiar
							
						",Premium Family
1237,"
							Banka hesabimdan 3 kez odeme alindi
							
						",Premium Family
6823,"
							Can??t enter Premium Family
							
						",Premium Family
4432,"
							Family plan
							
						",Premium Family
920,"
							Stream on 2 devices at same time
							
						",Premium Family
7566,"
							family members joining
							
						",Premium Family
4262,"
							How do family members create their own profiles?
							
						",Premium Family
3737,"
							How do i change ownership within family subscripti...
							
						",Premium Family
208,"
							Can not add family member - link provides message ...
							
						",Premium Family
7278,"
							The person I invited to my family account doesn't ...
							
						",Premium Family
712,"
							Spotify for family
							
						",Premium Family
4575,"
							CONFIRMATION TO JOIN FAMILY PLAN
							
						",Premium Family
2252,"
							Music deleted when I upgraded from Premium to Prem...
							
						",Premium Family
1798,"
							Spotify Family Plan Last Name
							
						",Premium Family
438,"
							[All Platforms] Family account discriminates singl...
							
						",Premium Family
1297,"
							Family premium
							
						",Premium Family
1496,"
							My daughters spotify account wont link to my famil...
							
						",Premium Family
7610,"
							Charged for family premium but my account says Fre...
							
						",Premium Family
5992,"
							Spotify ha eliminado a todos los miembros de mi fa...
							
						",Premium Family
5117,"
							Spotify eliminated my family from our Family Plan
							
						",Premium Family
5288,"
							No sale el administrador y nombre diferente en Pla...
							
						",Premium Family
3450,"
							Why isn't my family plan working?
							
						",Premium Family
7645,"
							Spotify says I'm registered in a different country...
							
						",Premium Family
2863,"
							premium family does not work
							
						",Premium Family
8269,"
							Family subscription
							
						",Premium Family
300,"
							Trouble adding family to plan
							
						",Premium Family
5438,"
							premium account problems
							
						",Premium Family
6298,"
							Removing unwanted playlists suggested by Spotify.
							
						",Premium Family
2627,"
							Installation / uppdatering
							
						",Premium Family
2428,"
							i want to upgrade to premium family
							
						",Premium Family
132,"
							Premium Family Plan
							
						",Premium Family
1997,"
							Premium for Family Plan Owner
							
						",Premium Family
4137,"
							Amazon Alexa (Echo) and Iphone on Family Account
							
						",Premium Family
5850,"
							Clear steps to following an invitation
							
						",Premium Family
1842,"
							Google Home Mini - Haven't registered interest yet...
							
						",Premium Family
7678,"
							family plan BIG FAIL
							
						",Premium Family
6460,"
							Mixing of playlists on family accounts
							
						",Premium Family
58,"
							cant see people on family mix
							
						",Premium Family
8168,"
							Problemas com plano familiar
							
						",Premium Family
3730,"
							Changing address in Family Account
							
						",Premium Family
42,"
							Plan Familiar
							
						",Premium Family
7602,"
							Hesab??mdan 2 kez para ??ekildi ve hesab??m hen??z pre...
							
						",Premium Family
6230,"
							Alexa and Premium 'Family'
							
						",Premium Family
6334,"
							Can't get email invite for spotify premium
							
						",Premium Family
7347,"
							Spotify family accounts overview
							
						",Premium Family
4419,"
							I can't include my daughter in the Family Plan
							
						",Premium Family
887,"
							Premium for family
							
						",Premium Family
3452,"
							Family member turned into Free!
							
						",Premium Family
2269,"
							A problem with invites
							
						",Premium Family
2398,"
							Spotify charged me with higher price (Malaysia)
							
						",Premium Family
4559,"
							Can't add a family member to family plan
							
						",Premium Family
2118,"
							Got kicked out from the family plan subscription
							
						",Premium Family
1213,"
							Can't add to family account
							
						",Premium Family
1662,"
							Family Plan.  Members not getting invites 4 months...
							
						",Premium Family
7212,"
							Problems with joining a Family
							
						",Premium Family
8152,"
							Plano familiar
							
						",Premium Family
6731,"
							Family Premium
							
						",Premium Family
5039,"
							Indirizzo
							
						",Premium Family
3336,"
							Premium Family Subscription, Facebook and Address
							
						",Premium Family
2838,"
							cant accept family invite
							
						",Premium Family
4446,"
							I forgot my adress and can't add family members. C...
							
						",Premium Family
7650,"
							Multiple persons streaming music at the same time
							
						",Premium Family
4923,"
							Payment details cannot be accepted
							
						",Premium Family
3700,"
							Error data with Family Plan
							
						",Premium Family
3345,"
							Two people cannot play music at the same time on P...
							
						",Premium Family
7465,"
							Spotify Family
							
						",Premium Family
724,"
							Nao consigo voltar para o plano  familiar
							
						",Premium Family
6832,"
							Problemas con Plan Familiar Premium
							
						",Premium Family
3488,"
							Premium Family users cannot stream different music...
							
						",Premium Family
1017,"
							Already have premium paid for 8 months in advance....
							
						",Premium Family
1834,"
							Can?€?t put full address
							
						",Premium Family
5944,"
							I can't update the payment for the one year Famili...
							
						",Premium Family
3781,"
							Paguei o premium prepago via boleto, mas assinei o...
							
						",Premium Family
5480,"
							Premium family, error 600
							
						",Premium Family
1093,"
							Yearly amount charged Premium for Family
							
						",Premium Family
2833,"
							Own Music Family Account
							
						",Premium Family
2410,"
							Premium-family: playlists
							
						",Premium Family
7700,"
							My premium account alone paying with AppStore
							
						",Premium Family
5063,"
							Familienmitglieder hinzuf??gen
							
						",Premium Family
2340,"
							Premium for family
							
						",Premium Family
8201,"
							Cuenta Familiar Premium con problemas.
							
						",Premium Family
6223,"
							PREMIUM FAMILY PLAN SCAM
							
						",Premium Family
3766,"
							premium not working
							
						",Premium Family
6461,"
							Upgraded to family premium and won't skip
							
						",Premium Family
2464,"
							Accounts ""overlay"" between Spotify Premium Family'...
							
						",Premium Family
7059,"
							Family subscription
							
						",Premium Family
7003,"
							Me mud?? y tuve que crear una cuenta nueva para ten...
							
						",Premium Family
8147,"
							Re: Double Charged
							
						",Premium Family
3297,"
							Family member not receiving invite email
							
						",Premium Family
5214,"
							invite code invalid, wrong account?
							
						",Premium Family
5350,"
							premium for family
							
						",Premium Family
1451,"
							Can't add users to my Premium for Family account
							
						",Premium Family
4389,"
							Familiy Account Problem Anmeldung nicht moeglich
							
						",Premium Family
8253,"
							Re: My family was kiked out with any reason of the...
							
						",Premium Family
1688,"
							Authentication Fail
							
						",Premium Family
1317,"
							ADS
							
						",Premium Family
3188,"
							You can't join this family plan
							
						",Premium Family
2499,"
							Premium for Family on Postpaid Account
							
						",Premium Family
3178,"
							no puedo meter al plan a un miembro de mi familia
							
						",Premium Family
4344,"
							i want to buy spotify premium for my boyfriend. bu...
							
						",Premium Family
2748,"
							problema con las funciones del plan familiar premi...
							
						",Premium Family
604,"
							""We couldn't find that address"" (Premium Family)
							
						",Premium Family
3943,"
							Multiple account use on Echo and Sonos speakers
							
						",Premium Family
6245,"
							Conta familiar n??o reconhece meu endere??o
							
						",Premium Family
422,"
							Recover lost data after exiting a family plan
							
						",Premium Family
3936,"
							How to add someone to family account if they creat...
							
						",Premium Family
863,"
							Does family owner get notification when I leave pl...
							
						",Premium Family
5273,"
							Error code 3 while I trying to put my sister to my...
							
						",Premium Family
6123,"
							FAMILY PLAN ISSUE PLEASE HELP
							
						",Premium Family
142,"
							Spotify Family - You can't join your own plan
							
						",Premium Family
6848,"
							Family Premium address verification issue
							
						",Premium Family
3305,"
							Problem with accepting Premium Family Plan
							
						",Premium Family
7477,"
							premium family
							
						",Premium Family
487,"
							Address search not working
							
						",Premium Family
1117,"
							Premium student after family
							
						",Premium Family
8368,"
							Pago
							
						",Premium Family
